Alloy Name,DOIs
NiCoCrFeAl0.8Si0.1Mo0.1Nb0.1Ta0.1W0.1,"['10.1016.j.surfcoat.2023.130187', '10.1016.j.jallcom.2023.172034']"
NiCoCrFeAl0.8Si0.2,"['10.1016.j.surfin.2022.102305', '10.1016.j.surfcoat.2023.130187']"
NiCoCrFeMn,"['10.1016.j.intermet.2017.03.011', '10.1016.j.corsci.2024.111894', '10.1016.j.commatsci.2023.112191', '10.1016.j.ijplas.2023.103770', '10.1016.j.electacta.2021.139804']"
NiCoCrFeSi0.2,"['10.1016.j.surfin.2022.102305', '10.1016.j.surfcoat.2023.130187']"
NiCoCrMn,"['10.1016.j.actamat.2019.12.015', '10.1016.j.intermet.2013.10.024', '10.1016.j.actamat.2014.08.026', '10.1016.j.jallcom.2023.169231']"
NiCoFe,"['10.1016.j.jmst.2020.11.044', '10.1016.j.jnucmat.2022.153814', '10.1016.j.msea.2011.11.044', '10.1016.j.actamat.2017.01.019', '10.1016.j.nanoen.2023.108992', '10.1016.j.jnucmat.2017.04.023', '10.1016.j.jmst.2023.07.050', '10.1016.j.msea.2017.04.003', '10.1016.j.actamat.2017.05.001', '10.1016.j.actamat.2020.06.024', '10.1016.j.nimb.2024.165389', '10.1016.j.jmmm.2018.09.002']"
NiCoFeCr,"['10.1016.j.matdes.2018.11.006', '10.1016.j.actamat.2017.01.019', '10.1016.j.jallcom.2021.159843', '10.1016.j.jmst.2022.08.034', '10.1016.j.msea.2022.143685', '10.1016.j.matdes.2016.12.079', '10.1016.j.jmst.2023.07.050', '10.1016.j.jnucmat.2024.155194', '10.1016.j.actamat.2017.05.001', '10.1016.j.actamat.2020.06.024', '10.1016.j.msea.2024.146746', '10.1016.j.scriptamat.2019.04.013', '10.1016.j.nimb.2024.165389', '10.1016.j.actamat.2020.03.041', '10.1016.j.cossms.2024.101146', '10.1016.j.jnucmat.2023.154724']"
NiCoFeCrAl,"['10.1016.j.jnucmat.2024.155194', '10.1016.j.actamat.2023.119296', '10.1016.j.msea.2016.05.082']"
NiCoFeCrGa,"['10.1016.j.jallcom.2018.01.407', '10.1016.j.msea.2016.05.082']"
NiCoFeCrMn,"['10.1016.j.jnucmat.2022.153814', '10.1016.j.actamat.2017.01.019', '10.1016.j.actamat.2022.117806', '10.1016.j.jallcom.2021.159843', '10.1016.j.jnucmat.2021.153261', '10.1016.j.scriptamat.2016.03.030', '10.1016.j.actamat.2022.118662', '10.1016.j.actamat.2017.05.001', '10.1016.j.jnucmat.2019.06.020', '10.1016.j.matdes.2019.107955', '10.1016.j.nimb.2024.165389', '10.1016.j.actamat.2019.10.022', '10.1016.j.ijplas.2023.103768', '10.1016.j.jallcom.2020.155970', '10.1016.j.scriptamat.2018.08.021', '10.1016.j.scriptamat.2022.114547']"
NiCoFeCrPd,"['10.1016.j.commatsci.2024.112912', '10.1016.j.jnucmat.2024.155194', '10.1016.j.actamat.2017.05.001', '10.1016.j.jnucmat.2019.06.020', '10.1016.j.scriptamat.2018.08.021']"
NiCoMn,"['10.1016.j.intermet.2017.03.011', '10.1016.j.materresbull.2024.112681', '10.1016.j.jallcom.2023.169231', '10.1016.j.apcatb.2023.123331']"
NiCoV,"['10.1016.j.commatsci.2024.112912', '10.1016.j.actamat.2020.01.062', '10.1016.j.ijhydene.2024.02.056', '10.1016.j.ijhydene.2023.07.177']"
NiCr,"['10.1016.j.jallcom.2023.170826', '10.1016.j.jallcom.2021.162711', '10.1016.j.intermet.2013.10.024', '10.1016.j.actamat.2020.06.061']"
NiCrAlY,"['10.1016.j.jallcom.2022.166388', '10.1016.j.jallcom.2022.164997']"
NiCrCo,"['10.1016.j.actamat.2015.08.015', '10.1016.j.actamat.2019.03.024']"
NiCrCoFe,"['10.1016.j.optlastec.2024.111234', '10.1016.j.actamat.2015.08.015']"
NiCrCoTiV,"['10.1016.j.msea.2022.142967', '10.1016.j.matchar.2017.09.007', '10.1016.j.vacuum.2015.11.007']"
NiCrFe,"['10.1016.j.ceramint.2023.10.081', '10.1016.j.matlet.2023.135635']"
NiCrFeCoMo0.2,"['10.1016.j.jallcom.2022.167011', '10.1016.j.mtcomm.2024.108928', '10.1016.j.jallcom.2023.172244']"
NiFe,"['10.1016.j.mechmat.2023.104644', '10.1016.j.actamat.2017.01.019', '10.1016.j.commatsci.2021.110571', '10.1016.j.jmst.2022.08.034', '10.1016.j.jnucmat.2015.09.009', '10.1016.j.jnucmat.2017.04.023', '10.1016.j.msea.2022.143685', '10.1016.j.matdes.2016.12.079', '10.1016.j.jallcom.2017.01.165', '10.1016.j.jmst.2023.07.050', '10.1016.j.jnucmat.2019.03.031', '10.1016.j.actamat.2016.06.031', '10.1016.j.actamat.2017.05.001', '10.1016.j.actamat.2020.06.024', '10.1016.j.actamat.2020.06.061', '10.1016.j.commatsci.2020.109555', '10.1016.j.commatsci.2023.112191', '10.1016.j.jallcom.2015.06.035', '10.1016.j.jnucmat.2020.152715', '10.1016.j.msea.2024.146746', '10.1016.j.nimb.2016.11.012', '10.1016.j.actamat.2018.11.020', '10.1016.j.actamat.2021.117457', '10.1016.j.jnucmat.2018.01.032', '10.1016.j.jnucmat.2022.153877', '10.1016.j.matdes.2022.111573', '10.1016.j.nme.2020.100785']"
NiFeCo,"['10.1016.j.jallcom.2021.163233', '10.1016.j.cej.2024.151370', '10.1016.j.jmmm.2019.165466', '10.1016.j.ijhydene.2023.10.315', '10.1016.j.jallcom.2023.170026']"
NiFeCoCr,"['10.1016.j.cej.2024.151370', '10.1016.j.msea.2024.146661', '10.1016.j.jnucmat.2022.153689', '10.1016.j.matdes.2021.110071', '10.1016.j.intermet.2021.107320']"
NiFeCoCrCu,"['10.1016.j.jmst.2022.08.034', '10.1016.j.matdes.2021.110071']"
NiFeCoCrMn,"['10.1016.j.commatsci.2024.112912', '10.1016.j.actamat.2017.05.001', '10.1016.j.matdes.2021.110071', '10.1016.j.intermet.2015.10.002', '10.1016.j.matchar.2023.112933']"
NiFeCoMn,"['10.1016.j.apcatb.2023.123331', '10.1016.j.ijhydene.2023.10.315']"
NiFeCoMo,"['10.1016.j.mtcomm.2021.102986', '10.1016.j.jallcom.2023.170026', '10.1016.j.surfcoat.2024.130719']"
NiFeCoMoW,"['10.1016.j.jallcom.2023.170026', '10.1016.j.surfcoat.2024.130719']"
NiFeCoW,"['10.1016.j.jallcom.2023.170026', '10.1016.j.surfcoat.2024.130719']"
NiFeCr,"['10.1016.j.mechmat.2023.104644', '10.1016.j.jallcom.2021.163233', '10.1016.j.jallcom.2021.159843', '10.1016.j.jnucmat.2018.01.032']"
NiFeCrCo,"['10.1016.j.jallcom.2016.02.108', '10.1016.j.mechmat.2023.104644', '10.1016.j.msea.2015.03.109']"
NiMn,"['10.1016.j.cossms.2017.02.002', '10.1016.j.apcatb.2023.123331']"
NiTi,"['10.1016.j.matchemphys.2023.128549', '10.1016.j.msea.2022.142967', '10.1016.j.pmatsci.2020.100722', '10.1016.j.actamat.2024.119870', '10.1016.j.vacuum.2024.113042', '10.1016.j.apsusc.2021.151645', '10.1016.j.actamat.2017.06.012', '10.1016.j.mtcomm.2023.107594', '10.1016.j.mechmat.2023.104575']"
NiTiCu,"['10.1016.j.msea.2022.142967', '10.1016.j.actamat.2024.119870', '10.1016.j.actamat.2017.06.012']"
PbSnTeSe,"['10.1016.j.mssp.2021.106270', '10.1016.j.physb.2021.413319', '10.1016.j.jssc.2021.122531', '10.1016.j.mtcomm.2023.105880']"
Pd20Pt20Cu20Ni20P20,"['10.1016.j.jallcom.2021.158852', '10.1016.j.cej.2022.139905', '10.1016.j.intermet.2011.05.030', '10.1016.j.jmst.2023.03.031']"
PdPtCuNiP,"['10.1016.j.cej.2022.139905', '10.1016.j.corsci.2024.112223']"
PdPtRhIrCuNi,"['10.1016.j.matchar.2019.02.034', '10.1016.j.jallcom.2023.169209', '10.1016.j.scriptamat.2017.08.030']"
Pr2Fe17,"['10.1016.j.actamat.2008.12.014', '10.1016.j.jallcom.2017.08.016']"
Pt18Ni26Fe15Co14Cu27,"['10.1016.j.jmst.2023.08.051', '10.1016.S1872-2067(23)64492-4', '10.1016.j.jcis.2023.02.055']"
Pt3Co,"['10.1016.j.ijhydene.2024.02.286', '10.1016.j.jcat.2020.11.017']"
PtCoNiFeCu,"['10.1016.j.jallcom.2022.165585', '10.1016.j.mtnano.2022.100282']"
PtCoNiFeCuAu,"['10.1016.j.jallcom.2022.165585', '10.1016.j.mtnano.2022.100282']"
PtNi,"['10.1016.j.ijhydene.2024.02.286', '10.1016.j.jallcom.2020.156838', '10.1016.j.jallcom.2022.165585']"
PtPd,"['10.1016.j.ijhydene.2024.02.286', '10.1016.j.ccr.2022.214826']"
PtPdCoNiFe,"['10.1016.j.jallcom.2022.165585', '10.1016.j.mtnano.2022.100282']"
PtRu,"['10.1016.j.ijhydene.2024.02.286', '10.1016.j.isci.2023.107775']"
ScTiZrHf,"['10.1016.j.mtsust.2023.100639', '10.1016.j.intermet.2020.106802']"
Sn42Bi58,"['10.1016.j.mtadv.2020.100115', '10.1016.j.jallcom.2017.12.108', '10.1016.j.microrel.2021.114066']"
Sn6Ag7Ni4Co2Ti,"['10.1016.j.matlet.2022.132488', '10.1016.j.matchar.2022.112573']"
SnNbTaTiZr,"['10.1016.j.jallcom.2015.09.118', '10.1016.j.jallcom.2014.09.145']"
Ta0.5HfZrTi,"['10.1016.j.matchar.2022.112350', '10.1016.j.jallcom.2021.159468', '10.1016.j.jallcom.2022.164685', '10.1016.j.mtcomm.2022.104642', '10.1016.j.vacuum.2021.110581']"
Ta10Mo25Cr10Re35Ru20,"['10.1016.j.ijrmhm.2022.105993', '10.1016.j.jallcom.2021.159293']"
Ta20Nb20Hf20Zr20Ti20,"['10.1016.j.jallcom.2011.02.171', '10.1016.j.jallcom.2019.152757']"
Ta34Nb33Hf8Zr14Ti11,"['10.1016.j.cap.2023.10.019', '10.1016.j.jallcom.2016.11.417']"
TaMo0.5NbZrTi1.5Al0.1,"['10.1016.j.corsci.2023.111455', '10.1016.j.matchar.2022.112495', '10.1016.j.msea.2021.142480']"
TaMo0.5NbZrTi1.5Al0.1Si0.1,"['10.1016.j.corsci.2023.111455', '10.1016.j.msea.2021.142480']"
TaMo0.5ZrTi1.5Al0.1Si0.2,"['10.1016.j.corsci.2023.111455', '10.1016.j.matchar.2020.110836']"
TaMoCrTiAl,"['10.1016.j.pmatsci.2020.100714', '10.1016.j.corsci.2021.109861', '10.1016.j.actamat.2019.07.001', '10.1016.j.corsci.2019.108161', '10.1016.j.jallcom.2020.155726', '10.1016.j.corsci.2020.108475', '10.1016.j.ijrmhm.2024.106771']"
TaNbHfTiZrC,"['10.1016.j.physb.2018.09.014', '10.1016.j.jallcom.2019.02.254']"
TaNbHfZr,"['10.1016.j.corsci.2021.110020', '10.1016.j.jallcom.2019.05.121', '10.1016.j.actamat.2016.01.018', '10.1016.j.mtcomm.2023.106922']"
TaNbHfZrTi,"['10.1016.j.jmst.2020.11.029', '10.1016.j.commatsci.2017.09.060', '10.1016.j.jsamd.2024.100688', '10.1016.j.jmst.2023.11.040', '10.1016.j.intermet.2020.107077', '10.1016.j.jallcom.2019.152757', '10.1016.j.jallcom.2016.11.417', '10.1016.j.ijmecsci.2020.105738', '10.1016.j.intermet.2017.06.002']"
TaNbMo,"['10.1016.j.actamat.2022.118159', '10.1016.j.commatsci.2021.110693']"
TaTiCr,"['10.1016.j.jallcom.2023.169000', '10.1016.j.apsusc.2024.160085']"
TaTiNbZr,"['10.1016.j.jallcom.2021.162030', '10.1016.j.jmst.2023.02.015', '10.1016.j.jnucmat.2023.154337']"
TaTiVWZr,"['10.1016.j.jallcom.2020.156004', '10.1016.j.solmat.2021.111222']"
TaTiZr,"['10.1016.j.matchar.2021.110877', '10.1016.j.msea.2021.141168']"
TaTiZrV,"['10.1016.j.ijrmhm.2024.106769', '10.1016.j.jallcom.2022.166058']"
TaW,"['10.1016.j.ijrmhm.2022.105780', '10.1016.j.matchar.2021.110877']"
Ti0.325V0.275Zr0.125Nb0.275,"['10.1016.j.scriptamat.2020.113699', '10.1016.j.actamat.2024.120198']"
Ti0.45Fe0.45B0.1,"['10.1016.S0360-3199(98)00121-9', '10.1016.S0360-3199(97)00175-4']"
Ti0.5Zr0.5MnCr,"['10.1016.j.jallcom.2023.172243', '10.1016.j.matchemphys.2024.129712']"
Ti0.5Zr0.5Nb0.5Cu0.5Ni0.5,"['10.1016.j.jnoncrysol.2019.119865', '10.1016.j.jallcom.2018.02.169']"
Ti0.5Zr1.5CrMnFeNi,"['10.1016.j.actamat.2022.118117', '10.1016.j.cej.2024.152606']"
Ti0.5ZrVMo,"['10.1016.j.matlet.2022.133664', '10.1016.j.vacuum.2023.112544']"
Ti0.65Zr0.65Nb0.65Cu0.65Ni0.35,"['10.1016.j.jnoncrysol.2019.119865', '10.1016.j.jallcom.2018.02.169']"
Ti0.75Zr0.75Nb0.75Cu0.75Ni0.25,"['10.1016.j.intermet.2011.12.006', '10.1016.j.jnoncrysol.2019.119865', '10.1016.j.jallcom.2018.02.169']"
Ti0.85Zr0.85Nb0.85Cu0.85Ni0.15,"['10.1016.j.intermet.2011.12.006', '10.1016.j.jnoncrysol.2019.119865', '10.1016.j.jallcom.2018.02.169']"
Ti0.875Zr0.875Nb0.875Cu0.875Ni0.125,"['10.1016.j.intermet.2011.12.006', '10.1016.j.jnoncrysol.2019.119865', '10.1016.j.jallcom.2018.02.169']"
Ti0.8Zr0.8Nb0.8Cu0.8Ni0.2,"['10.1016.j.intermet.2011.12.006', '10.1016.j.jnoncrysol.2019.119865', '10.1016.j.jallcom.2018.02.169']"
Ti1.08Y0.02Fe0.8Mn0.2,"['10.1016.j.jallcom.2022.166992', '10.1016.j.ijhydene.2022.10.098']"
Ti1.5NbVAl,"['10.1016.j.mtcomm.2024.108156', '10.1016.j.vacuum.2023.112888']"
Ti1.5NbVAl0.25,"['10.1016.j.mtcomm.2024.108156', '10.1016.j.vacuum.2023.112888']"
Ti1.5NbVAl0.5,"['10.1016.j.mtcomm.2024.108156', '10.1016.j.vacuum.2023.112888']"
Ti1.5NbVAl0.75,"['10.1016.j.mtcomm.2024.108156', '10.1016.j.vacuum.2023.112888']"
Ti1.5Zr0.5CrMnFeNi,"['10.1016.j.actamat.2022.118117', '10.1016.j.cej.2024.152606']"
Ti1.5ZrNbAl0.3,"['10.1016.j.matlet.2021.129428', '10.1016.j.coco.2022.101357']"
Ti1.5ZrTa0.5Hf0.5Nb0.5,"['10.1016.j.jallcom.2022.164764', '10.1016.j.intermet.2019.106572']"
Ti1.5ZrTa0.5Nb0.5Hf0.5,"['10.1016.j.intermet.2023.108003', '10.1016.j.jallcom.2021.160786']"
Ti1.5ZrTa0.5Nb0.5W0.5,"['10.1016.j.intermet.2023.108003', '10.1016.j.surfin.2021.101617', '10.1016.j.vacuum.2022.111286']"
Ti1.6ZrNbAl0.4,"['10.1016.j.ijrmhm.2023.106331', '10.1016.j.msea.2023.145661']"
Ti1.89CrNbV0.56,"['10.1016.j.jmst.2022.11.054', '10.1016.j.matchar.2019.109980']"
Ti13.8Zr41.2Cu12.5Ni10Be22.5,"['10.1016.j.intermet.2023.107887', '10.1016.j.intermet.2023.108035']"
Ti13Nb13Zr,"['10.1016.j.actamat.2021.117240', '10.1016.j.jallcom.2023.172351']"
Ti16.667Zr16.667Hf16.667Ni25Co10Cu15,"['10.1016.j.intermet.2023.108081', '10.1016.j.jallcom.2021.161108']"
Ti16.67Zr16.67Hf16.67Co16.67Ni16.67Cu16.67,"['10.1016.j.matchar.2022.111814', '10.1016.j.mtcomm.2024.108733']"
Ti16.7Zr16.7Hf16.7Cu16.7Ni16.7Be16.7,"['10.1016.j.jallcom.2021.158852', '10.1016.S1006-706X(16)30005-X', '10.1016.j.intermet.2020.106726', '10.1016.j.intermet.2021.107422', '10.1016.j.jallcom.2019.01.187', '10.1016.j.jallcom.2019.153119', '10.1016.j.jallcom.2020.154564', '10.1016.j.jmst.2018.04.006', '10.1016.j.jnoncrysol.2016.08.022', '10.1016.j.jnoncrysol.2017.04.041', '10.1016.j.matlet.2014.03.185', '10.1016.j.matlet.2015.05.018', '10.1016.j.matlet.2018.10.056']"
Ti16Hf17Zr17Ni16Cu17Co17,"['10.1016.j.mtcomm.2023.107594', '10.1016.j.matlet.2022.133670']"
Ti19.4Zr19.4Hf19.4Cu19.4Be19.4Sn3,"['10.1016.j.jallcom.2018.05.194', '10.1016.j.triboint.2022.107529']"
Ti19.6Zr19.6Hf19.6Cu19.6Be19.6Sn2,"['10.1016.j.jallcom.2018.05.194', '10.1016.j.triboint.2022.107529']"
Ti19.8Zr19.8Hf19.8Cu19.8Be19.8Sn1,"['10.1016.j.jallcom.2018.05.194', '10.1016.j.triboint.2022.107529']"
Ti20Al20Cr20V20Nb20,"['10.1016.j.jallcom.2020.154742', '10.1016.j.jmrt.2020.05.081']"
Ti20Zr20Cu20Ni20Be20,"['10.1016.j.jmst.2023.03.031', '10.1016.j.intermet.2023.108035', '10.1016.j.jnoncrysol.2013.01.022']"
Ti20Zr20Hf20Be20Cu10Ni10,"['10.1016.j.jallcom.2021.158852', '10.1016.j.jmst.2023.03.031', '10.1016.j.matdes.2015.08.067', '10.1016.j.jallcom.2019.153240', '10.1016.j.jmrt.2022.01.093', '10.1016.j.msea.2017.01.094', '10.1016.j.tca.2020.178650']"
Ti20Zr20Hf20Be20Cu12.5Ni7.5,"['10.1016.j.jallcom.2021.158852', '10.1016.j.jmst.2023.03.031', '10.1016.j.matdes.2015.08.067']"
Ti20Zr20Hf20Be20Cu15Ni5,"['10.1016.j.jallcom.2021.158852', '10.1016.j.jmst.2023.03.031', '10.1016.j.matdes.2015.08.067']"
Ti20Zr20Hf20Be20Cu17.5Ni2.5,"['10.1016.j.jallcom.2021.158852', '10.1016.j.jmst.2023.03.031', '10.1016.j.matdes.2015.08.067']"
Ti20Zr20Hf20Be20Cu2.5Ni17.5,"['10.1016.j.jallcom.2021.158852', '10.1016.j.jmst.2023.03.031', '10.1016.j.matdes.2015.08.067']"
Ti20Zr20Hf20Be20Cu20,"['10.1016.j.matdes.2015.08.067', '10.1016.j.jallcom.2019.153240', '10.1016.j.msea.2017.01.094', '10.1016.j.tca.2020.178650', '10.1016.j.intermet.2015.02.011', '10.1016.j.jallcom.2018.01.264', '10.1016.j.msea.2016.07.078', '10.1016.j.msea.2020.140078']"
Ti20Zr20Hf20Be20Cu5Ni15,"['10.1016.j.jmst.2023.03.031', '10.1016.j.matdes.2015.08.067']"
Ti20Zr20Hf20Be20Cu7.5Ni12.5,"['10.1016.j.jallcom.2021.158852', '10.1016.j.jmst.2023.03.031', '10.1016.j.matdes.2015.08.067', '10.1016.j.jallcom.2018.01.264', '10.1016.j.msea.2020.139417']"
Ti20Zr20Hf20Be20Ni20,"['10.1016.j.jmst.2023.03.031', '10.1016.j.matdes.2015.08.067', '10.1016.j.jallcom.2019.153240', '10.1016.j.tca.2020.178650', '10.1016.j.jallcom.2018.01.264']"
Ti20Zr20Hf20Cu20Be20,"['10.1016.j.jallcom.2018.05.194', '10.1016.j.triboint.2022.107529', '10.1016.j.matdes.2020.108500']"
Ti20Zr20Hf20Cu20Ni20,"['10.1016.j.msea.2022.143815', '10.1016.j.jmatprotec.2020.116724']"
Ti20Zr20Hf20Nb20Ta20,"['10.1016.j.ijrmhm.2023.106270', '10.1016.j.intermet.2020.106845', '10.1016.j.wear.2023.205158', '10.1016.j.jallcom.2023.170069', '10.1016.j.matchar.2015.11.018', '10.1016.j.intermet.2021.107421', '10.1016.j.matchar.2015.08.007', '10.1016.j.matlet.2014.04.062', '10.1016.j.msea.2015.12.017']"
Ti20Zr20Nb20Ta20Mo20,"['10.1016.j.intermet.2018.01.017', '10.1016.j.matchar.2024.113678', '10.1016.j.intermet.2018.10.008', '10.1016.j.msec.2016.12.057']"
Ti20Zr20Nb5Fe40Ni15,"['10.1016.j.actamat.2022.118317', '10.1016.j.ijhydene.2020.09.047']"
Ti21.25Zr21.25Nb21.25Ta21.25Mo15,"['10.1016.j.intermet.2018.01.017', '10.1016.j.intermet.2018.10.008']"
Ti22.5Zr22.5Nb22.5Ta22.5Mo10,"['10.1016.j.intermet.2018.01.017', '10.1016.j.intermet.2018.10.008', '10.1016.j.corsci.2020.108513']"
Ti22Al27Nb,"['10.1016.j.compositesb.2022.110167', '10.1016.j.jmst.2021.12.036']"
Ti22Sc22Zr22Nb17V17,"['10.1016.j.jallcom.2022.165295', '10.1016.j.matchar.2023.113025']"
Ti23.75Zr23.75Nb23.75Ta23.75Mo5,"['10.1016.j.intermet.2018.01.017', '10.1016.j.intermet.2018.10.008']"
Ti24.5Zr24.5Hf24.5Nb24.5N2,"['10.1016.j.jallcom.2023.170863', '10.1016.j.jallcom.2023.172635']"
Ti25Nb25Zr25Ta25,"['10.1016.j.matdes.2022.110749', '10.1016.j.matdes.2022.111388', '10.1016.j.jallcom.2023.170758', '10.1016.j.jmrt.2023.04.070']"
Ti25Zr25Hf25Nb12.5Ta12.5,"['10.1016.j.intermet.2021.107421', '10.1016.j.matdes.2022.110430']"
Ti25Zr25Hf25Nb25,"['10.1016.j.matchar.2022.111921', '10.1016.j.wear.2023.205158', '10.1016.j.jmst.2022.12.025']"
Ti25Zr25Nb25Ta25,"['10.1016.j.jmst.2022.09.018', '10.1016.j.msea.2020.140169', '10.1016.j.msea.2018.11.054', '10.1016.j.intermet.2018.01.017', '10.1016.j.intermet.2018.10.008', '10.1016.j.matdes.2021.110356', '10.1016.j.intermet.2018.07.008', '10.1016.j.jmst.2021.12.014', '10.1016.j.physb.2021.412851']"
Ti25Zr25V25Al25,"['10.1016.j.jmrt.2023.02.189', '10.1016.j.jmrt.2023.01.192']"
Ti28Zr28V28Al16,"['10.1016.j.jmrt.2023.02.189', '10.1016.j.jmrt.2023.01.192']"
Ti29.67Nb29.67Zr29.67Al5.5Ta5.5,"['10.1016.j.matchar.2023.113301', '10.1016.j.matdes.2024.113062']"
Ti2Cr32Fe33Ni33,"['10.1016.j.matdes.2021.109849', '10.1016.j.intermet.2022.107525']"
Ti2Ni,"['10.1016.j.jallcom.2023.170287', '10.1016.j.mtcomm.2022.105273']"
Ti2NiCoSn0.5Sb1.5,"['10.1016.j.jallcom.2022.166578', '10.1016.j.scriptamat.2020.04.036']"
Ti2NiCoSnSb,"['10.1016.j.intermet.2024.108233', '10.1016.j.jallcom.2022.166108']"
Ti2ZrHfV0.5Mo0.2,"['10.1016.j.jallcom.2022.166768', '10.1016.j.jmst.2018.09.034', '10.1016.j.jnucmat.2023.154260']"
Ti2ZrTa,"['10.1016.j.dt.2023.01.007', '10.1016.j.corsci.2022.110778']"
Ti2ZrTa0.75,"['10.1016.j.corsci.2022.110778', '10.1016.j.matchar.2023.113061']"
Ti3.25V6.75Nb5Mo7Ta3Ni75,"['10.1016.j.jmrt.2021.08.100', '10.1016.j.compositesb.2021.109044']"
Ti30Zr30Hf16Nb24,"['10.1016.j.jallcom.2023.170826', '10.1016.j.actamat.2023.118728']"
Ti30Zr30V30Al10,"['10.1016.j.jmrt.2023.02.189', '10.1016.j.jmrt.2023.01.192']"
Ti32.8Zr30.2Cu5.3Ni9Be22.7,"['10.1016.j.jallcom.2021.158852', '10.1016.j.matdes.2020.108500']"
Ti37V15Nb22Hf23W3,"['10.1016.j.intermet.2022.107735', '10.1016.j.msea.2024.146634']"
Ti38V15Nb23Hf24,"['10.1016.j.intermet.2022.107735', '10.1016.j.jallcom.2023.171571', '10.1016.j.corsci.2022.110153']"
Ti3Zr1.5NbV,"['10.1016.j.jmrt.2023.09.283', '10.1016.j.jmst.2022.05.005']"
Ti3Zr1.5NbVAl0.25,"['10.1016.j.jmst.2022.05.005', '10.1016.j.matchar.2024.114147', '10.1016.j.matlet.2022.132548']"
Ti40Nb30Hf15Al15,"['10.1016.j.ijrmhm.2020.105322', '10.1016.j.jallcom.2021.161586', '10.1016.j.msea.2022.142688']"
Ti40Zr30V30,"['10.1016.j.ijplas.2022.103505', '10.1016.j.ijhydene.2022.08.039']"
Ti40Zr35V25,"['10.1016.j.ijplas.2022.103505', '10.1016.j.ijhydene.2022.08.039']"
Ti40Zr40V20,"['10.1016.j.ijplas.2022.103505', '10.1016.j.ijhydene.2022.08.039']"
Ti42.5Zr42.5Nb5Mo5Ta5,"['10.1016.j.ijrmhm.2023.106361', '10.1016.j.msea.2021.141135']"
Ti42.5Zr42.5Nb5Ta10,"['10.1016.j.msea.2022.143203', '10.1016.j.intermet.2022.107731']"
Ti43Al9V0.2Y,"['10.1016.j.intermet.2023.108043', '10.1016.j.jallcom.2022.167987']"
Ti45Zr25Nb25Ta5,"['10.1016.j.msea.2018.11.054', '10.1016.j.physb.2021.412851']"
Ti45Zr45Nb5Ta5,"['10.1016.j.matdes.2022.110430', '10.1016.j.msea.2022.143203', '10.1016.j.msea.2021.141135']"
Ti48Al2Mn2Nb,"['10.1016.j.jmst.2018.09.002', '10.1016.0956-7151(94)90218-6']"
Ti4Cr32Fe32Ni32,"['10.1016.j.matdes.2021.109849', '10.1016.j.intermet.2022.107525']"
Ti50Zr25Nb20Cu2.5Ag2.5,"['10.1016.j.jmst.2022.07.064', '10.1016.j.mtcomm.2022.103180']"
Ti50Zr25Nb20Cu4Ag1,"['10.1016.j.jmst.2022.07.064', '10.1016.j.mtcomm.2022.103180']"
Ti50Zr25Nb20Cu5,"['10.1016.j.jmst.2022.07.064', '10.1016.j.mtcomm.2022.103180']"
Ti55Al15V10Cr10Nb10,"['10.1016.j.intermet.2023.107942', '10.1016.j.jallcom.2023.170179']"
Ti6.5Al3.5Mo1.5Zr0.3Si,"['10.1016.j.msea.2022.142967', '10.1016.j.actamat.2021.117240']"
Ti60Al10Cr10V10Nb10,"['10.1016.j.jallcom.2020.154742', '10.1016.j.jmrt.2020.05.081', '10.1016.j.ijplas.2023.103643', '10.1016.j.msea.2020.138969']"
Ti65Al11.67Cr11.67Nb11.67,"['10.1016.j.intermet.2019.106673', '10.1016.j.intermet.2021.107275', '10.1016.j.intermet.2022.107470', '10.1016.j.msea.2020.140140']"
Ti67Al12V7Cr7Nb7,"['10.1016.j.intermet.2023.107942', '10.1016.j.jallcom.2023.170179']"
Ti6Al4V,"['10.1016.j.msea.2022.142967', '10.1016.j.jmst.2018.09.002', '10.1016.j.jmrt.2024.06.041', '10.1016.j.actamat.2021.117240', '10.1016.j.jmrt.2021.08.050', '10.1016.j.msea.2022.143166', '10.1016.j.matchar.2023.113500', '10.1016.j.mtcomm.2021.102659', '10.1016.j.triboint.2021.106937', '10.1016.j.jmrt.2021.04.010', '10.1016.j.jallcom.2024.173435', '10.1016.j.intermet.2024.108407', '10.1016.j.jallcom.2024.174418', '10.1016.j.jmapro.2022.06.016', '10.1016.j.jmrt.2023.11.060', '10.1016.j.matchemphys.2023.128437', '10.1016.j.vacuum.2023.111955', '10.1016.j.wear.2024.205393']"
Ti75Al10V5Cr5Nb5,"['10.1016.j.intermet.2023.107942', '10.1016.j.jallcom.2023.170179']"
TiAl,"['10.1016.j.msea.2022.142967', '10.1016.j.pmatsci.2023.101085', '10.1016.j.physb.2005.04.041']"
TiAlNb,"['10.1016.j.ceramint.2023.09.045', '10.1016.j.surfin.2023.103466']"
TiAlV0.5CrMo,"['10.1016.j.matchar.2023.113127', '10.1016.j.jallcom.2022.167659', '10.1016.j.matchar.2024.113677', '10.1016.j.matlet.2022.133179']"
TiB2,"['10.1016.j.ceramint.2023.10.295', '10.1016.j.actamat.2009.07.039']"
TiCrTaV,"['10.1016.j.mtcomm.2022.103801', '10.1016.j.mtcomm.2023.105929']"
TiCrZrVAl,"['10.1016.j.ceramint.2021.05.198', '10.1016.j.matdes.2024.112664']"
